amount,hour_of_day,day_of_week,payment_method,avg_transaction_amount,transaction_amount_deviation,transactions_last_10min,transactions_last_1hour,transactions_today,merchant_risk_score,first_time_merchant,new_device,device_type,location_distance,card_not_present,international_transaction,fraud
26249.11,18,4,1,7356.57,18892.54,1,3,10,2,0,0,0,412.41,0,1,0
7160.8,0,6,1,1097.39,6063.41,0,4,7,2,0,1,0,568.58,0,0,0
3558.68,7,1,2,15366.12,-11807.44,3,1,9,8,1,0,1,248.41,1,0,0
11769.77,21,2,1,9117.78,2651.99,0,4,12,8,1,0,0,326.83,0,0,0
6471.49,15,4,2,9081.27,-2609.78,2,5,8,8,0,1,0,134.29,0,0,1
8328.76,1,2,0,4847.32,3481.44,3,3,12,2,1,1,0,826.72,0,1,0
2587.41,7,5,0,12529.75,-9942.34,5,1,14,5,1,0,1,113.95,0,0,0
12876.22,5,4,2,4327.67,8548.55,4,3,9,5,1,0,0,252.1,1,1,0
5652.56,15,1,0,3225.14,2427.42,3,2,8,4,1,1,0,301.79,0,1,0
10170.08,22,2,1,5235.42,4934.66,1,5,5,8,0,0,0,802.64,1,1,0
30562.94,10,1,0,9337.41,21225.53,1,3,6,8,0,0,1,1031.77,1,1,1
6838.33,16,2,0,2761.05,4077.28,1,2,7,9,0,0,1,602.17,0,0,0
14119.23,22,0,2,2365.01,11754.22,0,3,10,4,1,0,0,306.35,0,1,0
7217.42,18,1,1,2283.09,4934.33,1,1,5,1,1,0,1,473.12,0,0,0
4805.18,10,1,0,3425.2,1379.98,3,1,6,9,1,0,1,325.67,0,0,0
20102.95,7,3,0,9995.02,10107.93,3,4,10,1,1,1,1,397.72,1,1,1
1158.68,21,6,2,5762.23,-4603.55,0,5,6,4,0,0,1,418.38,1,0,0
16675.31,3,5,2,1707.11,14968.2,1,1,6,1,0,0,0,538.51,0,0,0
988.36,10,1,1,21277.29,-20288.93,2,3,2,3,1,1,0,79.44,1,0,0
15524.92,7,4,0,1460.38,14064.54,4,3,8,3,1,1,1,133.33,1,1,1
8425.81,8,6,2,3446.9,4978.91,2,2,8,7,0,0,1,458.16,1,1,0
3567.83,1,2,2,2199.82,1368.01,1,2,8,3,1,0,1,218.18,0,0,0
5972.38,15,0,2,2827.35,3145.03,1,4,11,6,1,1,1,390.24,1,1,0
13594.93,5,4,1,5281.76,8313.17,2,4,8,4,1,1,0,673.19,0,0,0
28709.2,20,6,2,4218.69,24490.51,1,1,7,6,1,0,1,352.09,0,0,0
1765.26,20,4,1,2539.15,-773.89,4,2,6,9,1,1,1,299.66,1,1,1
3773.91,18,4,1,6370.06,-2596.15,1,3,7,7,1,1,0,199.63,0,0,0
2358.04,7,4,0,7095.02,-4736.98,1,0,11,1,0,0,0,169.33,1,0,0
7171.21,13,6,0,8046.53,-875.32,1,1,9,8,1,1,1,518.9,1,0,1
15810.59,23,0,1,5347.42,10463.17,2,7,7,4,0,0,1,416.72,0,1,0
2037.51,15,3,0,6879.25,-4841.74,1,3,4,8,0,1,1,591.6,1,1,1
8255.54,11,5,0,7907.15,348.39,2,2,6,3,1,0,0,487.41,0,1,0
15469.18,4,1,2,2873.73,12595.45,2,7,15,5,1,0,1,1583.94,1,1,0
5901.71,23,6,0,18044.1,-12142.39,1,4,15,3,0,0,0,461.42,0,1,0
9684.63,23,4,1,14991.42,-5306.79,0,1,5,3,0,1,0,334.19,1,1,0
19126.25,18,1,0,9239.11,9887.14,1,3,12,3,1,0,1,464.88,0,1,0
3155.39,17,6,2,3768.13,-612.74,1,2,11,4,1,0,0,475.43,0,0,0
1317.83,8,1,1,655.6,662.23,3,3,7,3,0,0,0,373.82,0,0,0
10571.66,1,4,0,865.35,9706.31,0,11,8,2,0,0,0,720.15,0,1,0
10785.07,19,3,1,4012.5,6772.57,2,4,6,6,1,0,0,755.45,1,0,0
5567.35,11,6,0,15067.32,-9499.97,1,1,11,1,1,0,0,236.19,0,1,0
4688.37,1,1,2,4363.08,325.29,1,2,6,5,0,0,1,584.55,1,0,0
8555.74,9,2,0,2172.21,6383.53,4,3,10,6,1,1,0,189.03,0,0,0
3101.0,0,1,1,2300.64,800.36,5,2,8,1,1,0,0,113.12,1,1,0
3105.75,3,5,1,14852.63,-11746.88,0,2,8,1,1,0,1,209.25,0,0,0
13532.89,11,4,1,4082.28,9450.61,1,2,10,7,1,0,1,98.78,0,0,0
2899.97,8,0,0,14254.17,-11354.2,0,2,11,6,1,0,0,868.28,1,0,0
1419.99,3,1,0,2057.86,-637.87,2,2,9,9,0,0,1,160.83,0,0,0
4680.21,8,3,0,2410.33,2269.88,1,7,8,4,0,0,1,219.76,0,0,0
5680.7,5,2,2,3355.48,2325.22,0,3,8,3,0,0,1,77.9,0,0,0
11685.91,0,2,2,7232.69,4453.22,1,0,8,6,0,0,1,266.23,0,0,0
5040.85,9,0,2,8539.64,-3498.79,3,5,11,8,1,0,1,386.67,1,0,0
21299.37,13,5,1,2683.53,18615.84,1,2,6,5,0,1,0,131.07,1,0,0
8896.28,21,0,1,2985.17,5911.11,1,4,11,3,1,1,1,358.02,1,1,0
4129.08,17,5,1,1225.01,2904.07,1,2,3,3,0,0,1,246.04,1,1,0
11336.35,5,1,1,1180.4,10155.95,2,3,17,1,1,1,0,475.0,0,0,0
21049.7,17,4,1,2217.53,18832.17,3,3,9,6,1,0,1,351.94,1,1,1
13276.59,19,3,0,13335.67,-59.08,1,8,13,7,1,0,0,195.93,0,1,0
1909.3,15,2,1,2188.22,-278.92,1,5,8,9,1,0,1,268.38,0,1,0
6092.41,14,0,0,5366.93,725.48,1,7,7,6,0,0,0,311.98,0,1,0
10054.95,15,3,2,3718.85,6336.1,2,3,4,8,0,0,1,248.12,0,1,0
12895.27,7,5,2,2039.23,10856.04,1,2,4,6,1,1,0,390.82,0,1,0
7205.86,12,4,2,7768.21,-562.35,2,4,11,2,1,0,0,190.35,0,1,0
6430.08,22,2,2,3064.57,3365.51,1,4,11,3,1,1,0,173.03,1,1,0
26122.58,10,2,2,9576.28,16546.3,0,3,6,1,1,0,0,183.68,1,0,0
13413.31,6,5,1,9781.61,3631.7,1,3,7,5,1,1,1,307.51,0,1,0
11361.64,16,4,1,3175.01,8186.63,0,0,9,6,1,0,1,241.13,1,0,0
5224.05,17,2,1,8691.3,-3467.25,1,3,5,6,0,0,1,259.96,1,1,0
3058.1,21,4,2,8662.19,-5604.09,3,1,10,2,0,1,1,90.42,1,0,0
11504.41,22,2,2,3921.1,7583.31,2,1,6,1,1,1,1,543.04,1,1,0
14440.38,18,1,0,3513.53,10926.85,3,3,5,7,0,0,0,390.17,0,1,1
8297.26,12,5,1,6385.65,1911.61,2,2,8,4,0,0,0,227.81,1,0,0
13438.3,14,4,2,17153.22,-3714.92,2,3,8,9,0,1,1,473.57,0,1,1
13677.56,22,3,2,11093.35,2584.21,2,3,11,8,0,1,1,127.66,0,0,1
15103.7,21,1,2,5268.55,9835.15,2,1,11,6,0,0,0,1041.76,0,1,0
1873.77,21,6,0,653.97,1219.8,0,3,10,3,0,1,0,612.81,1,1,0
6234.64,0,3,2,4855.86,1378.78,0,3,10,8,0,0,1,270.72,1,0,0
12000.9,15,5,0,642.45,11358.45,2,4,4,1,1,1,1,248.01,1,0,0
8658.77,4,2,0,1022.08,7636.69,1,1,6,9,1,0,1,435.97,1,0,0
13707.14,2,6,1,2493.08,11214.06,0,1,9,9,0,0,0,190.73,0,1,0
11356.77,22,3,2,5374.7,5982.07,1,2,9,8,1,0,0,604.47,0,0,0
729.45,9,1,0,2769.86,-2040.41,1,2,10,4,1,1,0,449.42,0,0,0
17611.11,18,6,2,11846.25,5764.86,2,2,7,9,0,1,0,192.19,0,1,1
5608.84,4,6,1,4884.65,724.19,3,3,7,9,1,1,1,271.6,1,1,1
3912.65,6,4,1,2876.33,1036.32,3,0,11,5,1,0,1,116.44,0,0,0
17218.45,13,0,0,8208.13,9010.32,3,6,12,6,0,1,1,153.29,0,0,0
12984.28,2,3,1,2597.81,10386.47,0,2,7,7,0,0,1,489.41,1,0,0
18859.76,12,0,1,5475.51,13384.25,1,5,5,9,0,1,0,551.94,0,1,1
10136.01,12,5,1,298.86,9837.15,3,0,6,7,1,1,1,196.46,1,1,1
6169.71,9,3,2,2559.45,3610.26,2,2,12,1,1,1,1,592.54,0,1,0
9293.59,1,3,2,11323.0,-2029.41,0,5,8,9,0,0,0,1696.81,0,0,0
3298.32,5,4,0,6964.75,-3666.43,2,4,9,6,0,0,1,390.93,0,1,0
2296.39,7,2,0,5945.92,-3649.53,2,2,13,2,1,1,0,509.91,0,0,0
4895.67,3,1,1,7792.65,-2896.98,1,2,11,9,1,1,1,449.37,0,0,1
22671.56,11,1,1,11388.65,11282.91,2,3,5,1,1,1,1,467.77,1,0,0
5331.16,14,1,0,4805.82,525.34,2,1,6,5,0,0,0,178.06,0,0,0
1456.91,7,5,1,3176.37,-1719.46,0,3,10,9,1,1,0,153.25,1,0,1
7366.98,6,6,0,8629.7,-1262.72,0,6,10,1,1,0,0,301.06,0,1,0
5271.54,13,2,2,4200.22,1071.32,3,2,10,2,0,0,0,1655.34,0,0,0
17827.21,22,0,1,3118.49,14708.72,3,3,13,7,1,1,1,461.16,0,0,1
21616.22,18,1,1,3784.47,17831.75,2,1,7,2,0,0,0,267.26,1,0,0
5939.21,13,0,1,6936.99,-997.78,0,0,10,9,1,1,1,247.72,0,1,1
10128.88,21,2,2,779.34,9349.54,0,2,11,9,1,1,1,237.93,0,1,1
10755.29,12,5,2,7028.69,3726.6,1,3,5,8,1,1,1,987.92,0,1,1
8023.21,20,2,1,1785.88,6237.33,1,6,8,2,1,1,0,1070.48,0,0,0
6932.82,0,4,0,2756.76,4176.06,2,1,9,3,1,1,1,44.11,1,0,0
3677.87,18,6,2,1382.8,2295.07,0,2,5,3,1,1,0,484.37,1,1,0
1194.3,0,1,1,8020.35,-6826.05,0,4,9,8,0,1,0,165.08,0,0,1
3658.15,3,5,1,5962.4,-2304.25,2,3,4,8,0,1,1,252.64,1,1,1
7806.26,9,4,2,1791.53,6014.73,3,6,11,6,1,0,1,112.85,0,0,1
2041.38,2,1,0,8948.21,-6906.83,1,2,5,7,0,1,1,302.78,1,0,0
9744.12,19,2,1,1038.63,8705.49,3,4,6,1,1,0,1,39.51,0,0,1
8789.01,8,2,0,3598.8,5190.21,3,6,16,8,0,1,1,209.97,1,1,1
5279.19,2,3,0,1298.47,3980.72,2,2,7,7,0,1,1,272.67,1,1,0
6699.93,5,3,2,4287.04,2412.89,3,3,10,5,0,1,0,165.23,1,0,0
2444.58,5,2,1,3121.08,-676.5,1,1,6,5,0,1,1,117.12,1,0,0
14918.6,22,2,1,1613.19,13305.41,3,6,5,2,0,0,0,415.0,1,1,1
14744.78,11,0,0,4934.9,9809.88,4,4,4,1,0,1,1,368.14,0,1,0
2901.67,22,6,2,1918.68,982.99,2,2,8,9,0,0,1,124.35,1,0,0
2984.61,0,0,2,428.91,2555.7,3,4,6,3,0,0,0,340.81,1,1,1
3703.11,15,6,2,997.72,2705.39,1,4,7,5,1,0,1,376.49,1,1,0
12424.03,23,4,0,3548.55,8875.48,2,2,8,8,0,1,0,463.56,1,1,1
10730.83,4,3,0,3968.36,6762.47,1,5,10,7,0,1,0,566.27,0,1,0
17086.65,8,3,1,2385.86,14700.79,0,2,8,7,1,0,1,1610.38,1,1,0
18392.41,9,2,2,12858.73,5533.68,0,2,8,4,1,0,1,633.81,1,1,0
1842.36,12,2,0,6294.3,-4451.94,2,3,10,4,1,1,1,813.65,0,0,0
12113.1,14,4,2,6660.66,5452.44,0,4,14,6,0,1,0,294.53,1,0,0
17901.84,11,5,0,2171.81,15730.03,2,2,9,4,1,0,0,943.72,0,1,0
6357.54,4,5,1,1929.51,4428.03,1,3,11,7,0,1,0,322.31,1,1,0
8182.23,4,5,2,5661.06,2521.17,1,5,6,2,1,0,1,719.11,0,1,0
7257.79,17,3,0,3916.28,3341.51,2,4,6,7,0,0,1,218.22,0,1,0
7513.16,11,0,2,6060.22,1452.94,0,2,14,3,0,1,1,240.27,0,0,0
14883.55,2,5,0,3874.78,11008.77,3,4,10,8,1,1,0,123.69,0,0,1
25496.81,6,1,0,8261.88,17234.93,2,2,7,5,1,1,1,296.0,1,0,0
20809.45,16,4,0,4972.01,15837.44,3,3,14,9,1,0,0,103.41,1,1,1
5490.03,18,5,2,4291.28,1198.75,1,2,10,4,1,0,1,125.17,0,1,0
10152.47,17,1,0,7059.18,3093.29,1,2,8,5,0,0,0,188.66,1,0,0
4228.9,0,5,1,14059.27,-9830.37,2,4,9,1,1,0,1,619.28,1,0,0
4623.42,23,0,2,7913.54,-3290.12,0,0,9,3,0,0,0,1478.63,0,1,0
7907.18,4,0,1,1500.52,6406.66,2,1,4,4,1,1,1,198.58,1,1,0
4514.38,1,5,1,4191.32,323.06,0,6,4,9,0,0,0,429.89,0,0,0
5121.88,0,1,2,4303.39,818.49,0,3,8,8,1,0,1,159.04,0,0,0
9976.18,6,4,0,6180.23,3795.95,1,4,10,2,0,0,0,538.27,1,1,0
11992.83,10,1,1,3529.58,8463.25,1,6,11,6,1,1,0,154.11,0,0,0
11766.49,10,4,2,4857.92,6908.57,0,4,10,4,1,1,0,426.38,0,1,0
11849.93,17,5,0,5162.71,6687.22,0,3,10,5,1,1,0,659.96,1,1,0
2625.32,16,4,2,5940.13,-3314.81,1,2,7,9,0,0,1,167.31,0,0,0
4313.56,1,2,2,1491.61,2821.95,1,6,6,4,0,1,0,532.82,1,0,0
8580.63,6,3,2,1704.98,6875.65,2,8,5,5,1,0,0,366.36,0,0,0
17355.38,6,6,0,16967.13,388.25,3,5,8,7,1,0,1,288.82,1,0,0
34799.98,9,3,1,575.55,34224.43,1,2,6,7,1,0,1,321.59,0,0,0
10452.34,21,0,1,5118.76,5333.58,3,1,4,6,0,0,1,708.61,0,1,0
13912.64,20,2,2,7910.66,6001.98,2,6,11,3,1,0,1,319.84,0,1,0
2335.05,2,3,2,2023.57,311.48,1,3,8,1,1,0,0,1054.25,0,1,0
13654.05,11,5,0,11059.35,2594.7,2,1,7,9,0,0,0,153.7,1,0,0
28946.54,2,4,2,5003.39,23943.15,1,2,10,6,1,0,1,404.14,0,1,0
4299.55,10,4,2,14359.43,-10059.88,0,1,12,3,0,0,1,401.84,0,0,0
5265.5,11,1,2,2201.83,3063.67,0,5,12,1,1,0,0,694.21,1,0,0
15204.54,3,1,1,4229.24,10975.3,2,3,9,6,1,0,1,217.83,0,0,0
8498.29,15,4,2,3259.4,5238.89,1,2,6,3,1,0,1,336.09,1,0,0
1069.04,19,5,1,2890.93,-1821.89,1,4,6,1,0,0,1,555.37,0,1,0
5538.32,17,4,0,3038.74,2499.58,1,5,3,5,1,0,0,579.64,0,0,0
21556.96,3,1,0,3742.59,17814.37,3,3,4,1,1,0,1,54.83,1,0,1
6659.22,21,3,1,3515.5,3143.72,2,2,10,3,0,0,0,251.17,0,1,0
6654.79,5,0,1,8565.34,-1910.55,0,6,16,3,0,0,0,724.32,1,1,0
14547.13,20,1,1,8079.69,6467.44,0,0,5,6,0,0,1,101.87,0,1,0
10726.72,14,5,1,1102.03,9624.69,3,2,6,4,1,0,1,671.58,0,1,1
6372.47,0,3,2,3035.38,3337.09,2,6,9,8,1,0,1,1189.48,1,0,0
4973.17,2,3,1,6410.49,-1437.32,2,3,6,3,1,1,0,399.69,1,1,0
45544.07,4,3,1,5983.84,39560.23,2,4,4,8,0,1,1,751.82,1,1,1
19226.35,21,2,1,4053.52,15172.83,1,1,7,7,0,1,1,328.9,0,1,0
11846.81,16,2,2,4842.7,7004.11,3,4,8,2,1,1,0,158.46,0,0,0
12388.59,13,6,2,3593.17,8795.42,1,2,13,8,0,1,0,664.52,0,0,1
7549.48,8,3,2,9100.46,-1550.98,1,1,7,1,0,1,1,280.7,1,0,0
10634.02,2,5,0,8422.89,2211.13,0,2,8,9,0,0,0,107.97,1,1,0
6936.26,12,4,2,3834.88,3101.38,1,3,7,7,1,1,1,791.84,1,1,0
3957.15,2,5,1,4661.93,-704.78,4,3,5,6,0,1,0,102.53,1,0,0
10937.61,10,2,2,3846.15,7091.46,2,3,6,8,1,0,0,412.06,0,0,0
6468.92,1,1,2,4361.4,2107.52,1,4,8,9,1,1,1,608.36,1,1,1
11349.8,23,6,1,10071.29,1278.51,0,3,6,8,1,0,1,275.48,0,0,0
12896.37,14,2,2,3515.28,9381.09,0,4,9,6,0,0,1,176.92,0,1,0
11779.73,12,4,0,2912.81,8866.92,4,3,7,4,0,1,1,290.37,0,1,1
3669.83,18,0,2,4637.0,-967.17,2,1,9,9,1,0,0,158.11,0,1,0
5919.14,21,6,0,3814.71,2104.43,1,1,16,8,1,0,0,432.41,0,1,0
6569.98,15,2,0,2556.09,4013.89,0,1,10,8,0,1,1,385.25,0,1,1
16352.52,17,5,0,7652.52,8700.0,3,4,11,3,1,1,1,679.49,1,0,0
15779.0,6,6,1,8256.92,7522.08,2,3,2,9,0,0,1,398.46,0,1,0
4540.94,12,5,2,5341.48,-800.54,3,7,6,7,0,0,0,142.59,1,1,0
2563.52,3,3,0,2790.45,-226.93,3,7,8,1,0,0,0,423.24,0,1,0
35862.57,8,3,0,9137.33,26725.24,4,4,6,2,0,1,1,63.44,0,0,0
11452.14,9,3,2,1629.71,9822.43,1,4,10,2,0,1,0,532.18,1,1,0
2228.87,8,6,1,4096.13,-1867.26,1,3,8,1,1,0,1,412.23,1,1,0
5193.51,6,0,1,16608.86,-11415.35,1,10,7,1,1,1,1,161.34,0,1,0
16817.88,14,4,0,5435.49,11382.39,1,3,3,4,1,0,0,738.09,0,1,0
30390.12,7,6,1,3686.46,26703.66,0,4,5,7,0,0,0,800.28,1,1,1
27184.01,18,1,2,6661.8,20522.21,1,2,13,6,1,0,1,1048.57,1,1,1
11109.76,10,5,1,6655.79,4453.97,0,5,4,7,1,1,1,34.68,1,1,0
8355.14,4,5,2,10820.59,-2465.45,3,2,11,8,0,1,1,143.14,1,0,1
3352.46,1,6,0,2402.97,949.49,1,3,12,8,1,0,0,953.39,1,1,0
8898.77,9,6,2,6829.67,2069.1,2,2,14,3,0,1,1,404.54,0,1,0
3787.02,15,4,0,4632.84,-845.82,0,3,13,7,0,1,1,305.2,0,1,0
5966.88,22,0,2,5076.47,890.41,0,4,11,6,0,0,0,500.41,1,1,0
15193.59,12,6,2,4501.99,10691.6,1,2,4,8,0,1,1,897.18,1,0,1
6908.76,7,3,1,4443.43,2465.33,1,5,6,3,0,1,0,549.7,1,1,0
6544.75,8,4,2,1122.67,5422.08,1,3,10,9,1,1,1,719.83,1,0,1
8013.45,10,1,0,3380.97,4632.48,1,3,11,5,1,1,1,147.26,1,1,0
39280.22,10,3,2,4531.87,34748.35,2,4,4,2,0,1,1,972.56,0,0,0
3019.18,22,1,0,6218.2,-3199.02,5,4,4,4,0,0,1,1114.54,0,1,0
10279.27,15,2,0,5104.63,5174.64,0,4,5,7,0,0,0,120.53,1,0,0
25619.94,9,1,2,4955.94,20664.0,2,0,7,1,1,1,0,333.61,0,1,0
7995.12,23,3,1,7250.54,744.58,1,2,7,1,0,0,0,797.26,0,0,0
18989.4,11,2,2,12174.4,6815.0,3,6,8,9,0,1,0,111.08,1,0,1
2388.97,5,3,2,4076.98,-1688.01,1,2,6,3,0,0,0,86.11,0,0,0
7090.57,11,5,1,2372.0,4718.57,1,4,9,1,0,1,0,578.4,0,1,0
4162.42,9,3,0,9065.57,-4903.15,2,3,10,7,0,0,1,99.13,1,0,0
7929.97,17,2,2,6777.82,1152.15,2,4,6,7,1,0,0,1812.78,1,0,0
8059.95,17,1,1,3834.76,4225.19,2,3,14,2,1,0,1,476.05,1,1,0
8713.51,3,5,1,9244.66,-531.15,1,2,8,8,1,1,1,555.69,0,0,1
15097.26,8,0,0,2303.65,12793.61,3,2,6,3,1,0,0,242.13,1,1,1
616.76,6,0,1,4102.57,-3485.81,4,1,6,3,0,1,0,326.3,1,0,0
4998.54,17,0,0,3731.18,1267.36,1,3,9,5,1,1,0,277.96,1,0,0
9772.92,7,0,2,9558.43,214.49,4,1,12,2,1,0,0,144.66,0,1,0
1141.42,10,4,1,5906.76,-4765.34,1,6,12,4,0,0,1,64.68,1,1,0
13007.76,6,0,2,1735.81,11271.95,0,1,7,2,0,0,0,526.16,0,1,0
4917.97,8,2,1,20157.66,-15239.69,3,0,4,9,0,0,0,684.85,0,1,0
7198.08,7,6,1,7053.96,144.12,2,4,8,6,1,0,1,126.98,1,1,0
15568.63,2,0,2,2757.97,12810.66,1,1,9,1,1,0,1,242.84,0,0,0
19568.68,16,3,1,11567.77,8000.91,6,4,8,9,0,0,0,109.23,0,0,0
13286.03,1,6,2,4787.19,8498.84,1,1,11,8,1,0,0,730.98,1,1,0
2935.59,14,0,2,4289.29,-1353.7,1,3,7,2,1,1,0,401.46,0,1,0
12826.92,13,6,0,4495.83,8331.09,0,3,16,3,0,0,1,481.48,0,0,0
13434.74,17,1,2,4748.93,8685.81,1,2,8,7,0,1,1,407.8,0,1,0
11647.29,15,2,0,4635.09,7012.2,3,4,5,4,0,1,0,297.19,0,0,0
21705.59,19,2,2,4328.74,17376.85,1,5,9,8,0,1,1,273.8,0,0,1
8886.23,21,6,1,3146.26,5739.97,2,1,11,1,0,0,0,452.61,0,1,0
21155.96,3,5,2,2587.5,18568.46,0,3,10,4,1,0,1,391.39,1,1,1
21070.92,19,4,1,5390.87,15680.05,0,6,9,1,1,0,0,125.34,0,1,0
13698.82,5,3,0,2629.94,11068.88,0,1,6,7,1,1,0,263.81,0,0,0
10398.06,5,6,1,6054.0,4344.06,0,3,8,9,1,1,0,444.34,1,0,1
11695.0,10,2,2,11193.45,501.55,3,1,11,1,1,0,0,300.67,1,0,0
24827.62,16,1,1,4734.87,20092.75,3,3,6,8,0,0,1,219.48,1,1,1
17340.28,23,0,0,5571.31,11768.97,2,4,9,6,1,1,1,245.23,0,1,0
3287.36,2,2,1,9577.92,-6290.56,0,4,6,6,1,0,0,310.91,1,0,0
11174.89,12,1,1,4044.96,7129.93,2,3,6,8,1,1,1,1115.23,1,1,1
3971.99,21,0,2,2999.95,972.04,3,3,10,1,0,1,0,220.99,1,0,0
4793.04,2,4,2,296.21,4496.83,1,3,8,9,1,0,0,298.94,1,1,0
6163.21,15,2,1,5216.86,946.35,2,1,6,6,1,0,1,728.8,0,0,0
2154.81,14,2,0,3028.95,-874.14,5,2,6,3,1,1,0,48.66,0,0,0
3739.86,10,6,1,3825.47,-85.61,3,4,8,1,1,0,1,75.94,1,1,0
22490.34,17,6,0,540.28,21950.06,4,2,5,4,1,0,1,506.54,1,1,1
4767.44,14,1,0,3817.28,950.16,0,5,11,5,1,0,0,148.66,1,0,0
15155.8,4,5,0,1805.38,13350.42,3,0,11,4,0,0,0,1024.2,0,0,1
9492.49,15,6,1,1498.79,7993.7,0,3,3,7,0,1,0,469.22,1,1,0
12438.99,15,3,0,2032.2,10406.79,1,2,6,6,0,1,1,138.18,0,0,0
12813.45,16,4,1,1819.47,10993.98,0,5,8,5,1,1,1,653.22,0,0,0
3588.37,8,3,0,8525.72,-4937.35,0,6,6,3,0,1,1,200.01,0,0,0
15094.8,22,2,0,9932.25,5162.55,2,3,13,9,0,1,0,647.04,1,0,1
2640.71,2,3,1,5284.37,-2643.66,3,1,7,3,1,0,0,1563.74,0,1,0
4596.32,19,0,2,14145.61,-9549.29,1,4,5,3,0,1,1,160.65,1,0,0
12683.17,12,4,2,3662.0,9021.17,0,1,10,3,0,0,1,1508.16,1,1,0
3371.29,21,3,1,2285.92,1085.37,2,4,14,8,1,0,1,755.14,0,1,0
1000.06,2,0,1,4540.36,-3540.3,1,1,5,2,1,0,1,150.4,1,0,0
10800.21,6,1,2,2070.1,8730.11,0,4,2,4,0,1,0,978.77,0,0,0
1763.97,5,3,2,4905.14,-3141.17,2,1,6,8,0,1,1,485.09,1,1,1
13530.84,8,4,2,7384.85,6145.99,0,5,6,1,1,0,1,1270.23,0,0,0
6531.74,11,0,1,2035.49,4496.25,1,2,9,3,1,1,0,498.2,0,0,0
10688.63,14,3,0,12333.32,-1644.69,1,5,12,4,0,0,1,477.31,0,0,0
10545.24,20,1,1,17271.16,-6725.92,3,2,11,6,0,0,0,413.27,1,0,0
14235.11,19,3,2,15254.26,-1019.15,3,3,10,2,1,1,0,885.43,1,0,0
12944.96,2,0,0,769.65,12175.31,4,2,6,7,0,0,1,74.65,0,0,1
3342.67,9,3,1,3162.54,180.13,1,1,12,3,1,0,0,290.68,0,1,0
6855.01,0,4,2,5788.56,1066.45,0,7,8,8,0,1,1,91.59,1,1,1
10679.5,18,2,1,1313.62,9365.88,2,4,8,2,1,1,1,1284.83,1,1,0
21408.11,18,0,0,1446.71,19961.4,1,3,10,9,1,0,1,649.61,1,0,0
13028.26,22,0,2,700.41,12327.85,4,6,8,4,1,0,0,141.23,1,0,1
20191.66,22,0,1,4876.4,15315.26,3,1,6,8,0,1,0,315.77,1,1,1
11087.84,12,0,0,6075.89,5011.95,1,3,6,4,0,0,1,789.42,1,0,0
17545.58,11,3,0,9622.49,7923.09,4,5,7,6,0,1,1,577.98,1,1,0
10048.43,0,4,1,6771.95,3276.48,1,3,4,8,1,0,1,416.44,1,0,0
17063.44,18,1,0,7576.55,9486.89,2,3,4,5,0,0,1,60.76,1,1,0
6264.56,23,4,2,928.67,5335.89,3,1,12,6,1,1,1,852.65,0,1,1
23047.05,15,0,0,5630.62,17416.43,0,4,9,2,0,1,0,1002.26,1,0,0
11994.3,22,5,1,4439.66,7554.64,3,4,11,4,0,1,0,402.48,1,0,0
2171.26,22,3,2,2729.14,-557.88,2,5,9,5,0,1,1,374.19,0,1,0
10938.9,14,5,0,3504.39,7434.51,0,2,7,1,0,1,1,204.57,0,0,0
13058.18,15,3,0,6102.97,6955.21,2,2,6,7,1,1,0,236.5,1,1,0
15453.04,10,0,2,7896.25,7556.79,0,2,9,6,1,1,0,449.58,1,1,0
28382.35,23,3,2,15854.54,12527.81,0,3,7,4,1,1,0,94.42,0,0,0
5476.5,5,0,0,6358.39,-881.89,1,3,5,4,0,1,0,86.17,0,1,0
28505.71,10,4,2,8471.35,20034.36,1,2,7,3,1,0,0,566.83,0,1,0
8357.21,2,6,1,8269.08,88.13,1,2,9,1,0,0,0,365.51,1,0,0
4400.71,14,2,0,10010.36,-5609.65,3,2,7,6,0,0,0,787.37,0,0,0
5576.84,0,3,1,1792.52,3784.32,1,5,4,5,1,1,0,114.32,1,0,0
12520.35,6,0,0,4979.17,7541.18,2,2,5,6,1,1,0,329.14,1,1,0
3846.59,0,5,1,2143.53,1703.06,2,3,11,1,1,1,1,819.73,0,0,0
6351.82,16,0,1,2271.95,4079.87,1,4,4,2,1,0,0,554.35,1,1,0
10744.19,8,5,2,6496.59,4247.6,3,2,6,7,0,1,1,199.69,0,1,0
22929.57,22,3,0,6572.0,16357.57,0,1,6,9,1,0,0,353.02,1,1,1
15150.52,12,1,2,6311.01,8839.51,2,5,5,6,0,1,0,279.96,0,1,0
8617.39,10,5,2,2971.74,5645.65,3,4,9,6,0,0,0,167.43,0,1,0
12480.25,19,0,0,5090.17,7390.08,0,4,8,5,0,0,1,657.6,1,0,0
9990.14,5,3,1,3811.19,6178.95,3,3,8,5,0,0,0,226.34,1,1,0
2892.89,0,0,0,6302.18,-3409.29,2,3,4,6,0,1,1,1134.89,1,0,0
25577.05,6,1,0,9809.41,15767.64,0,6,4,2,1,0,0,83.12,1,0,0
23169.44,11,2,0,2042.46,21126.98,0,1,10,6,0,1,0,200.36,1,1,1
7865.06,21,6,2,4688.98,3176.08,1,5,4,4,1,1,1,566.91,0,1,0
5744.66,19,6,0,8466.98,-2722.32,4,5,6,3,1,1,0,1515.31,1,1,0
